# buoy ID | latitude | longitude | type           | anemometer height | air temp height | barometer height | sst depth
DISW3     | 47.079   | -90.728   | LAKE_STATION   | 25.3              | 25.3            | 210.6            | NaN
DKCM6     | 30.356   | -88.567   | COAST_STATION  | 8.4               | 3.6             | 210.6            | 1.5
DPIA1     | 30.25    | -88.075   | COAST_STATION  | 13.5              | 9.1             | 8.5              | NaN
DPXC1     | 38.056   | -122.264  | COAST_STATION  | 7.6               | 3.4             | NaN              | NaN
DRFA2     | 60.553   | -152.137  | COAST_STATION  | 6.6               | 6.4             | 17.4             | NaN
DTLM4     | 45.993   | -83.898   | LAKE_STATION   | 11.7              | 6.4             | 180.2            | 4.2
DUKN7     | 36.184   | -75.746   | COAST_STATION  | 8.6               | 8.0             | 9.9              | 9.2
DULM5     | 46.776   | -92.092   | LAKE_STATION   | 13.2              | 7.1             | 185.8            | 4.2
EINL1     | 29.373   | -91.384   | COAST_STATION  | 4.0               | 1.5             | 1.5              | NaN
EMAT2     | 28.71    | -95.914   | COAST_STATION  | 8.2               | 5.9             | 5.7              | 2.1
EPTT2     | 29.481   | -94.917   | COAST_STATION  | 5.7               | 4.3             | 6.0              | 1.3
EREP1     | 42.172   | -80.098   | LAKE_STATION   | 10.7              | NaN             | NaN              | NaN
ESPP4     | 18.094   | -65.471   | COAST_STATION  | 8.5               | 8.2             | 3.4              | 1.6
FAIO1     | 41.764   | -81.281   | LAKE_STATION   | 20.9              | 3.2             | 178.0            | 4.4
FBIS1     | 32.685   | -79.888   | COAST_STATION  | 9.8               | 6.7             | 4.6              | NaN
FHPF1     | 28.153   | -82.801   | COAST_STATION  | 9.4               | 5.4             | 5.3              | 0.6
FILA2     | 59.332   | -151.995  | COAST_STATION  | 15.7              | 15.7            | 19.9             | NaN
FMOA1     | 30.228   | -88.024   | COAST_STATION  | 36.2              | 17.5            | 31.0             | NaN
FMRF1     | 26.647   | -81.871   | COAST_STATION  | 6.9               | 3.3             | 0.6              | 1.0
FPST2     | 28.936   | -95.294   | COAST_STATION  | 15.0              | 13.0            | 13.0             | NaN
FRDP4     | 18.335   | -65.631   | COAST_STATION  | 6.4               | 3.4             | 1.5              | 9.85
FTGM4     | 43.007   | -82.422   | LAKE_STATION   | 27.2              | 3.6             | 180.5            | NaN
FTPC1     | 37.806   | -122.466  | COAST_STATION  | 7.3               | 6.3             | 4.7              | 1.2
FWYF1     | 25.591   | -80.097   | OCEAN_STATION  | 43.9              | 11.0            | 29.3             | 1.0
GELO1     | 41.859   | -80.975   | LAKE_STATION   | 8.0               | 7.3             | 185.9            | NaN
GISL1     | 29.265   | -89.958   | COAST_STATION  | 6.6               | 3.9             | 4.2              | 0.8
GIXA2     | 55.446   | -131.881  | COAST_STATION  | 2.4               | 2.4             | 11.2             | NaN
GNJT2     | 29.357   | -94.725   | COAST_STATION  | 12.1              | 10.9            | 7.1              | 1.8
GRBL1     | 29.101   | -89.978   | OCEAN_STATION  | 10.0              | 10.0            | 3.0              | 1.0
GRIM4     | 46.721   | -87.412   | LAKE_STATION   | 11.0              | 11.5            | 209.5            | NaN
GRMM4     | 46.684   | -85.972   | LAKE_STATION   | 9.0               | 7.9             | 191.4            | NaN
GTLM4     | 45.211   | -85.55    | LAKE_STATION   | 16.0              | 1.5             | 183.8            | NaN
GTRM4     | 47.179   | -88.241   | LAKE_STATION   | 10.0              | 3.3             | 191.1            | NaN
HBYC1     | 40.767   | -124.217  | COAST_STATION  | 13.6              | 13.2            | 7.8              | 1.2
HCGN7     | 35.209   | -75.704   | COAST_STATION  | 7.6               | 5.9             | 6.4              | 1.4
HHLO1     | 41.401   | -82.545   | LAKE_STATION   | 10.0              | 7.0             | 183.5            | NaN
HLNM4     | 42.773   | -86.213   | LAKE_STATION   | 10.4              | 6.3             | 180.4            | 3.9
HMSA2     | 59.602   | -151.417  | COAST_STATION  | 4.0               | NaN             | NaN              | NaN
HRBM4     | 43.846   | -82.643   | LAKE_STATION   | 8.3               | 5.7             | 179.6            | 3.9
ICAC1     | 34.008   | -118.5    | COAST_STATION  | 13.6              | 13.2            | 8.2              | 10.3
ICYA2     | 59.923   | -141.359  | COAST_STATION  | 4.0               | NaN             | NaN              | NaN
IIWC1     | 32.714   | -117.177  | COAST_STATION  | 22.3              | 0.6             | NaN              | NaN
ILOH1     | 19.73    | -155.056  | COAST_STATION  | 15.8              | 11.8            | 4.3              | 1.3
IMGP4     | 17.969   | -67.044   | COAST_STATION  | 7.8               | 2.0             | 2.0              | NaN
IOSN3     | 42.967   | -70.623   | COAST_STATION  | 19.2              | 11.9            | 18.9             | NaN
JMPN7     | 34.213   | -77.786   | COAST_STATION  | 8.0               | 3.2             | 9.2              | 10.7
KATA1     | 30.258   | -88.213   | COAST_STATION  | 15.65             | 4.35            | 3.8              | 4.0
KDAA2     | 57.731   | -152.511  | COAST_STATION  | 8.5               | 7.8             | 6.7              | 2.9
KGCA2     | 55.062   | -162.327  | COAST_STATION  | 6.9               | 6.4             | 5.0              | 3.2
KLIH1     | 20.895   | -156.469  | COAST_STATION  | 6.9               | 6.4             | 4.4              | 1.5
KNSW3     | 42.589   | -87.809   | LAKE_STATION   | 20.0              | 16.2            | NaN              | NaN
KTNF1     | 29.819   | -83.594   | COAST_STATION  | 10.0              | 9.1             | 3.0              | NaN
KWHH1     | 20.037   | -155.829  | COAST_STATION  | 8.2               | 6.4             | 3.9              | 1.6
KWNW3     | 44.465   | -87.496   | LAKE_STATION   | 9.3               | 6.4             | 181.4            | NaN
KYWF1     | 24.556   | -81.808   | COAST_STATION  | 15.0              | 3.0             | 4.6              | 2.4
LDLC3     | 41.306   | -72.077   | COAST_STATION  | 20.0              | 20.0            | 20.0             | NaN
LJAC1     | 32.867   | -117.257  | COAST_STATION  | 8.2               | 7.2             | 11.3             | 3.4
LKWF1     | 26.613   | -80.034   | COAST_STATION  | 6.0               | 4.5             | 7.1              | 1.6
LMFS1     | 34.107   | -81.271   | LAKE_STATION   | 9.0               | 3.0             | 109.4            | NaN
LONF1     | 24.844   | -80.864   | COAST_STATION  | 6.34              | 6.1             | 5.03             | NaN
LOPL1     | 28.885   | -90.025   | OCEAN_STATION  | 57.9              | NaN             | 40.5             | NaN
LTBV3     | 17.695   | -64.754   | COAST_STATION  | 6.6               | 3.8             | 5.1              | 1.5
LWSD1     | 38.783   | -75.119   | COAST_STATION  | 9.5               | 8.0             | 5.2              | 1.7
MBET2     | 28.422   | -96.327   | COAST_STATION  | 12.0              | 12.0            | 11.0             | 1.0
MBLA1     | 30.437   | -88.011   | OCEAN_STATION  | 14.2              | 7.34            | 6.38             | 1.0
MCGA1     | 30.649   | -88.058   | COAST_STATION  | 7.0               | 6.6             | 3.4              | 2.6
MCGM4     | 46.546   | -87.379   | LAKE_STATION   | 8.6               | 5.1             | 187.8            | NaN
MCYI3     | 41.729   | -86.912   | LAKE_STATION   | 21.3              | 18.3            | 193.8            | NaN
MDRM1     | 43.969   | -68.128   | OCEAN_STATION  | 22.6              | 15.2            | 16.5             | NaN
MEEM4     | 44.251   | -86.342   | LAKE_STATION   | 12.2              | 2.0             | 179.9            | NaN
MEYC1     | 44.251   | -86.342   | COAST_STATION  | 8.5               | 7.9             | 5.5              | 2.1
MGIP4     | 17.97    | -67.046   | COAST_STATION  | 6.6               | 2.8             | 2.3              | 0.0
MGZP4     | 18.218   | -67.159   | COAST_STATION  | 8.4               | 5.0             | 3.1              | 2.1
MISM1     | 43.784   | -68.855   | COAST_STATION  | 7.1               | 3.8             | 16.8             | NaN
MIST2     | 27.838   | -97.05    | COAST_STATION  | 5.6               | 4.7             | 1.2              | NaN
MKGM4     | 43.227   | -86.339   | LAKE_STATION   | 24.4              | 6.1             | 180.9            | NaN
MLRF1     | 25.012   | -80.376   | OCEAN_STATION  | 15.8              | 15.5            | 11.3             | 1.0
MLWW3     | 43.005   | -87.884   | LAKE_STATION   | 7.3               | 6.1             | NaN              | NaN
MNMM4     | 45.096   | -87.59    | LAKE_STATION   | 10.5              | 4.1             | 179.6            | 5.0
MOKH1     | 21.433   | -157.79   | COAST_STATION  | 10.0              | 2.8             | 2.8              | 1.2
MQTT2     | 27.581   | -97.217   | COAST_STATION  | 7.9               | 3.9             | 8.7              | 1.7
MRHO1     | 41.544   | -82.731   | LAKE_STATION   | 9.5               | 3.7             | 177.5            | 4.0
MROS1     | 33.656   | -78.916   | COAST_STATION  | 6.9               | 3.7             | 5.2              | 4.1
MRSL1     | 29.441   | -92.061   | OCEAN_STATION  | 20.0              | 20.0            | 12.0             | 2.0
MRYA2     | 55.099   | -131.182  | COAST_STATION  | 4.0               | NaN             | NaN              | NaN
MTYC1     | 36.605   | -121.889  | COAST_STATION  | 8.5               | 7.9             | 5.5              | 2.1
NABM4     | 46.087   | -85.444   | LAKE_STATION   | 10.0              | 3.0             | 180.0            | NaN
NFBF1     | 25.084   | -81.096   | COAST_STATION  | 5.5               | 3.4             | 3.4              | 0.6
NKTA2     | 60.683   | -151.399  | COAST_STATION  | 12.4              | 3.4             | 9.0              | 0.6
NMTA2     | 64.5     | -165.43   | COAST_STATION  | 7.4               | 4.0             | 6.5              | 5.0
NPDW3     | 45.291   | -86.977   | LAKE_STATION   | 10.0              | 10.0            | NaN              | NaN
NSTP6     | -14.28   | -170.688  | COAST_STATION  | 10.7              | 9.8             | 4.7              | 2.2
NTBC1     | 34.405   | -119.692  | COAST_STATION  | 13.2              | 12.4            | 8.7              | NaN
NTKM3     | 41.285   | -70.096   | COAST_STATION  | 8.5               | 3.2             | 4.0              | 0.7
NWPO3     | 44.613   | -124.067  | COAST_STATION  | 9.4               | 6.4             | 11.0             | NaN
NWWH1     | 21.954   | -159.353  | COAST_STATION  | 7.1               | 1.9             | 2.8              | 1.7
OCIM2     | 38.328   | -75.091   | COAST_STATION  | 8.5               | 2.4             | 3.1              | 3.7
OLCN6     | 43.341   | -78.719   | LAKE_STATION   | 10.0              | 8.0             | 83.0             | NaN
OLSA2     | 52.94    | -168.87   | COAST_STATION  | 8.4               | 7.8             | 7.3              | NaN
ORIN7     | 35.796   | -75.548   | COAST_STATION  | 6.7               | 5.2             | 4.1              | 0.8
OSGN6     | 43.464   | -76.511   | LAKE_STATION   | 14.9              | 10.5            | 78.2             | NaN
PCBF1     | 30.213   | -85.88    | COAST_STATION  | 8.6               | 3.3             | 9.1              | NaN
PCLM4     | 47.276   | -88.528   | LAKE_STATION   | 10.0              | 2.7             | 198.4            | NaN
PCLM4     | 33.735   | -118.241  | COAST_STATION  | 10.7              | NaN             | NaN              | NaN
PFXC1     | 33.747   | -118.215  | COAST_STATION  | 22.9              | 22.9            | NaN              | NaN
PGBP7     | 13.428   | 144.796   | COAST_STATION  | 14.3              | 10.5            | NaN              | NaN
PILA2     | 59.742   | -149.47   | COAST_STATION  | 6.6               | 6.4             | 25.0             | NaN
PILM4     | 48.223   | -88.366   | LAKE_STATION   | 15.5              | 9.8             | 230.4            | NaN
PLSF1     | 24.693   | -82.773   | OCEAN_STATION  | 17.7              | 17.4            | 15.8             | 1.5
PLXA2     | 56.247   | -134.647  | COAST_STATION  | 8.5               | 7.9             | 5.6              | 4.0
PMOA2     | 55.99    | -160.562  | COAST_STATION  | 13.2              | 7.3             | 5.4              | 1.9
PNGW3     | 46.792   | -91.386   | LAKE_STATION   | 10.0              | 3.0             | 185.9            | NaN
PNLM4     | 45.968   | -85.869   | LAKE_STATION   | 10.3              | 6.5             | 180.2            | 4.6
PORO3     | 42.739   | -124.498  | COAST_STATION  | 9.1               | 8.7             | 8.0              | 1.3
PRDA2     | 70.4     | -148.527  | COAST_STATION  | NaN               | 23.68           | 4.8              | 3.3
PSCM4     | 43.42    | -82.54    | LAKE_STATION   | 10.0              | 3.3             | 191.8            | NaN
PSLC1     | 35.169   | -120.754  | COAST_STATION  | 13.6              | 12.7            | 11.6             | 3.5
PSTL1     | 28.932   | -89.407   | COAST_STATION  | 20.3              | 2.5             | 4.7              | 5.7
PTAT2     | 27.826   | -97.051   | COAST_STATION  | 14.9              | 9.1             | 6.4              | 1.0
PTAW1     | 48.125   | -123.441  | COAST_STATION  | 12.2              | 4.6             | 5.5              | 2.9
PTBM6     | 30.213   | -88.505   | COAST_STATION  | 4.6               | 2.5             | 1.5              | NaN
PTGC1     | 34.577   | -120.648  | COAST_STATION  | 9.4               | 9.1             | 33.5             | NaN
PTIM4     | 46.485   | -84.631   | LAKE_STATION   | 8.9               | 6.6             | 186.5            | NaN
PTRP4     | 18.367   | -67.251   | COAST_STATION  | 15.0              | NaN             | NaN              | NaN
PTWW1     | 48.111   | -122.76   | COAST_STATION  | 8.9               | 2.4             | 5.1              | 2.8
PVGF1     | 26.092   | -80.109   | COAST_STATION  | 3.5               | 3.5             | 3.5              | 1.65
PWAW3     | 43.388   | -87.867   | LAKE_STATION   | 10.0              | 2.1             | 179.8            | NaN
RDDA2     | 67.575   | -164.067  | COAST_STATION  | 12.7              | 9.3             | 15.6             | 3.1
RIXA2     | 58.177   | -135.052  | COAST_STATION  | 2.7               | 2.7             | 16.5             | NaN
ROAM4     | 47.867   | -89.313   | LAKE_STATION   | 46.9              | 46.5            | 222.7            | NaN
SACV4     | 19.174   | -96.093   | COAST_STATION  | 9.0               | 9.0             | 0.0              | NaN
SANF1     | 24.456   | -81.877   | OCEAN_STATION  | 14.8              | 14.6            | 13.6             | NaN
SAUF1     | 29.857   | -81.265   | COAST_STATION  | 7.6               | 7.6             | 8.8              | 2.0
SBBN2     | 36.05    | -114.748  | LAKE_STATION   | 3.0               | 3.0             | 330.574          | 0.5
SBIO1     | 41.629   | -82.841   | LAKE_STATION   | 24.3              | 23.4            | 178.4            | NaN
SBLM4     | 43.81    | -83.72    | LAKE_STATION   | 13.0              | 10.3            | 188.1            | NaN
SDHN4     | 40.467   | -74.009   | COAST_STATION  | 5.5               | 5.1             | 2.4              | 0.5
SGNW3     | 43.749   | -87.693   | LAKE_STATION   | 19.2              | 15.5            | 189.0            | 1.0
SHBL1     | 29.868   | -89.673   | COAST_STATION  | 15.6              | 15.0            | 8.9              | 1.0
